Serial,Company ,Date,Change,NetProfit,NetCapital
33,Company.4,31-Aug-16,1.029239766,29.23976608,1029.239766
34,Company.4,28-Feb-17,1.028409091,28.40909091,1028.409091
35,Company.4,31-Aug-17,1.011049724,11.04972376,1011.049724
36,Company.4,28-Feb-18,0.005464481,-994.5355191,5.464480874
37,Company.4,31-Aug-18,1,0,1000
38,Company.4,28-Feb-19,187,186000,187000
39,Company.4,31-Aug-19,1,0,1000
40,Company.4,29-Feb-20,1,0,1000
41,Company.4,31-Aug-20,0.957219251,-42.78074866,957.2192513
42,Company.4,28-Feb-21,0.955307263,-44.69273743,955.3072626
43,Company.4,31-Aug-21,1.035087719,35.0877193,1035.087719
,,,,,
1,Company.5,31-Aug-00,NA,NA,NA
2,Company.5,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.5,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.5,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.5,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.5,28-Feb-03,1,0,1000
7,Company.5,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.5,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.5,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.5,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.5,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.5,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.5,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.5,28-Feb-07,1.019607843,19.60784314,1019.607843
15,Company.5,31-Aug-07,0.807692308,-192.3076923,807.6923077
15,Company.5,29-Feb-08,1,0,1000
17,Company.5,31-Aug-08,0.202380952,-797.6190476,202.3809524
18,Company.5,28-Feb-09,3.117647059,2117.647059,3117.647059
19,Company.5,31-Aug-09,0.20754717,-792.4528302,207.5471698
20,Company.5,28-Feb-10,1.454545455,454.5454545,1454.545455
21,Company.5,31-Aug-10,1.75,750,1750
22,Company.5,28-Feb-11,1.75,750,1750
23,Company.5,31-Aug-11,1.836734694,836.7346939,1836.734694
24,Company.5,29-Feb-12,0.766666667,-233.3333333,766.6666667
25,Company.5,31-Aug-12,0.115942029,-884.057971,115.942029
26,Company.5,28-Feb-13,3.75,2750,3750
27,Company.5,31-Aug-13,3.433333333,2433.333333,3433.333333
28,Company.5,28-Feb-14,1.067961165,67.96116505,1067.961165
29,Company.5,31-Aug-14,1.081818182,81.81818182,1081.818182
30,Company.5,28-Feb-15,1.067226891,67.22689076,1067.226891
31,Company.5,31-Aug-15,0.488188976,-511.8110236,488.1889764
32,Company.5,29-Feb-16,1.322580645,322.5806452,1322.580645
33,Company.5,31-Aug-16,1.548780488,548.7804878,1548.780488
34,Company.5,28-Feb-17,0.937007874,-62.99212598,937.007874
35,Company.5,31-Aug-17,1.193277311,193.2773109,1193.277311
36,Company.5,28-Feb-18,1.105633803,105.6338028,1105.633803
37,Company.5,31-Aug-18,1.095541401,95.54140127,1095.541401
38,Company.5,28-Feb-19,0.959302326,-40.69767442,959.3023256
39,Company.5,31-Aug-19,1.036363636,36.36363636,1036.363636
40,Company.5,29-Feb-20,0.98245614,-17.54385965,982.4561404
41,Company.5,31-Aug-20,0.988095238,-11.9047619,988.0952381
42,Company.5,28-Feb-21,0.975903614,-24.09638554,975.9036145
43,Company.5,31-Aug-21,1.092592593,92.59259259,1092.592593
,,,,,
1,Company.6,31-Aug-00,NA,NA,NA
2,Company.6,28-Feb-01,1.102040816,102.0408163,1102.040816
3,Company.6,31-Aug-01,0.962962963,-37.03703704,962.962963
4,Company.6,28-Feb-02,1.057692308,57.69230769,1057.692308
5,Company.6,31-Aug-02,0.781818182,-218.1818182,781.8181818
6,Company.6,28-Feb-03,0.627906977,-372.0930233,627.9069767
7,Company.6,31-Aug-03,1.407407407,407.4074074,1407.407407
8,Company.6,29-Feb-04,1.026315789,26.31578947,1026.315789
9,Company.6,31-Aug-04,0.820512821,-179.4871795,820.5128205
10,Company.6,28-Feb-05,1.40625,406.25,1406.25
11,Company.6,31-Aug-05,1.355555556,355.5555556,1355.555556
12,Company.6,28-Feb-06,0.770491803,-229.5081967,770.4918033
13,Company.6,31-Aug-06,0.468085106,-531.9148936,468.0851064
14,Company.6,28-Feb-07,1.681818182,681.8181818,1681.818182
15,Company.6,31-Aug-07,1.216216216,216.2162162,1216.216216
15,Company.6,29-Feb-08,0.577777778,-422.2222222,577.7777778
17,Company.6,31-Aug-08,0.923076923,-76.92307692,923.0769231
18,Company.6,28-Feb-09,3.75,2750,3750
19,Company.6,31-Aug-09,0.911111111,-88.88888889,911.1111111
20,Company.6,28-Feb-10,0.43902439,-560.9756098,439.0243902
21,Company.6,31-Aug-10,0.472222222,-527.7777778,472.2222222
22,Company.6,28-Feb-11,1.117647059,117.6470588,1117.647059
23,Company.6,31-Aug-11,1.210526316,210.5263158,1210.526316
24,Company.6,29-Feb-12,0.869565217,-130.4347826,869.5652174
25,Company.6,31-Aug-12,4.65,3650,4650
26,Company.6,28-Feb-13,0.924731183,-75.2688172,924.7311828
27,Company.6,31-Aug-13,1.127906977,127.9069767,1127.906977
28,Company.6,28-Feb-14,1.030927835,30.92783505,1030.927835
29,Company.6,31-Aug-14,0.74,-260,740
30,Company.6,28-Feb-15,1.175675676,175.6756757,1175.675676
31,Company.6,31-Aug-15,1.068965517,68.96551724,1068.965517
32,Company.6,29-Feb-16,1.139784946,139.7849462,1139.784946
33,Company.6,31-Aug-16,0.518867925,-481.1320755,518.8679245
34,Company.6,28-Feb-17,0.545454545,-454.5454545,545.4545455
35,Company.6,31-Aug-17,1.333333333,333.3333333,1333.333333
36,Company.6,28-Feb-18,1.8,800,1800
37,Company.6,31-Aug-18,0.833333333,-166.6666667,833.3333333
38,Company.6,28-Feb-19,1.366666667,366.6666667,1366.666667
39,Company.6,31-Aug-19,1.475609756,475.6097561,1475.609756
40,Company.6,29-Feb-20,0.826446281,-173.553719,826.446281
41,Company.6,31-Aug-20,1.14,140,1140
42,Company.6,28-Feb-21,0.666666667,-333.3333333,666.6666667
43,Company.6,31-Aug-21,0.921052632,-78.94736842,921.0526316
1,Company.6,31-Aug-00,NA,NA,NA
2,Company.6,28-Feb-01,2.1,1100,2100
3,Company.6,31-Aug-01,0.904761905,-95.23809524,904.7619048
4,Company.6,28-Feb-02,1.315789474,315.7894737,1315.789474
5,Company.6,31-Aug-02,0.4,-600,400
6,Company.6,28-Feb-03,5.4,4400,5400
7,Company.6,31-Aug-03,0.537037037,-462.962963,537.037037
8,Company.6,29-Feb-04,2.896551724,1896.551724,2896.551724
9,Company.6,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.6,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.6,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.6,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.6,31-Aug-06,0.04950495,-950.4950495,49.5049505
14,Company.6,28-Feb-07,2,1000,2000
15,Company.6,31-Aug-07,0.3,-700,300
15,Company.6,29-Feb-08,37.33333333,36333.33333,37333.33333
17,Company.6,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.6,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.6,31-Aug-09,0.063636364,-936.3636364,63.63636364
20,Company.6,28-Feb-10,16.85714286,15857.14286,16857.14286
21,Company.6,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.6,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.6,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.6,29-Feb-12,0.007462687,-992.5373134,7.462686567
25,Company.6,31-Aug-12,100,99000,1.00E+05
26,Company.6,28-Feb-13,0.04,-960,40
27,Company.6,31-Aug-13,2.5,1500,2500
28,Company.6,28-Feb-14,5.9,4900,5900
29,Company.6,31-Aug-14,1,0,1000
30,Company.6,28-Feb-15,1.118644068,118.6440678,1118.644068
31,Company.6,31-Aug-15,1.03030303,30.3030303,1030.30303
32,Company.6,29-Feb-16,0.544117647,-455.8823529,544.1176471
33,Company.6,31-Aug-16,0.621621622,-378.3783784,621.6216216
34,Company.6,28-Feb-17,2.173913043,1173.913043,2173.913043
35,Company.6,31-Aug-17,0.6,-400,600
36,Company.6,28-Feb-18,0.5,-500,500
37,Company.6,31-Aug-18,0.666666667,-333.3333333,666.6666667
38,Company.6,28-Feb-19,1,0,1000
39,Company.6,31-Aug-19,1,0,1000
40,Company.6,29-Feb-20,1.5,500,1500
41,Company.6,31-Aug-20,1.133333333,133.3333333,1133.333333
42,Company.6,28-Feb-21,1.352941176,352.9411765,1352.941176
43,Company.6,31-Aug-21,0.739130435,-260.8695652,739.1304348
,,,,,
1,Company.7,31-Aug-00,NA,NA,NA
2,Company.7,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.7,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.7,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.7,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.7,28-Feb-03,1,0,1000
7,Company.7,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.7,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.7,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.7,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.7,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.7,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.7,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.7,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.7,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.7,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.7,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.7,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.7,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.7,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.7,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.7,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.7,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.7,29-Feb-12,1,0,1000
25,Company.7,31-Aug-12,1.007462687,7.462686567,1007.462687
26,Company.7,28-Feb-13,1,0,1000
27,Company.7,31-Aug-13,1.044444444,44.44444444,1044.444444
28,Company.7,28-Feb-14,1.042553191,42.55319149,1042.553191
29,Company.7,31-Aug-14,1.054421769,54.42176871,1054.421769
30,Company.7,28-Feb-15,1.064516129,64.51612903,1064.516129
31,Company.7,31-Aug-15,1.012121212,12.12121212,1012.121212
32,Company.7,29-Feb-16,1.023952096,23.95209581,1023.952096
33,Company.7,31-Aug-16,1.029239766,29.23976608,1029.239766
34,Company.7,28-Feb-17,1.028409091,28.40909091,1028.409091
35,Company.7,31-Aug-17,1.011049724,11.04972376,1011.049724
36,Company.7,28-Feb-18,1.027322404,27.32240437,1027.322404
37,Company.7,31-Aug-18,1.005319149,5.319148936,1005.319149
38,Company.7,28-Feb-19,0.989417989,-10.58201058,989.4179894
39,Company.7,31-Aug-19,1,0,1000
40,Company.7,29-Feb-20,1,0,1000
41,Company.7,31-Aug-20,0.957219251,-42.78074866,957.2192513
42,Company.7,28-Feb-21,0.955307263,-44.69273743,955.3072626
43,Company.7,31-Aug-21,1.035087719,35.0877193,1035.087719
,,,,,
1,Company.8,31-Aug-00,NA,NA,NA
2,Company.8,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.8,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.8,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.8,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.8,28-Feb-03,1,0,1000
7,Company.8,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.8,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.8,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.8,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.8,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.8,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.8,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.8,28-Feb-07,0.147058824,-852.9411765,147.0588235
15,Company.8,31-Aug-07,4.266666667,3266.666667,4266.666667
15,Company.8,29-Feb-08,0.390625,-609.375,390.625
17,Company.8,31-Aug-08,3.72,2720,3720
18,Company.8,28-Feb-09,1.182795699,182.7956989,1182.795699
19,Company.8,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.8,28-Feb-10,1.064220183,64.22018349,1064.220183
21,Company.8,31-Aug-10,1.025862069,25.86206897,1025.862069
22,Company.8,28-Feb-11,1.016806723,16.80672269,1016.806723
23,Company.8,31-Aug-11,1.041322314,41.32231405,1041.322314
24,Company.8,29-Feb-12,0.904761905,-95.23809524,904.7619048
25,Company.8,31-Aug-12,1.087719298,87.71929825,1087.719298
26,Company.8,28-Feb-13,0.685483871,-314.516129,685.483871
27,Company.8,31-Aug-13,1.223529412,223.5294118,1223.529412
28,Company.8,28-Feb-14,1.173076923,173.0769231,1173.076923
29,Company.8,31-Aug-14,0.959016393,-40.98360656,959.0163934
30,Company.8,28-Feb-15,0.88034188,-119.6581197,880.3418803
31,Company.8,31-Aug-15,0.436893204,-563.1067961,436.8932039
32,Company.8,29-Feb-16,0.355555556,-644.4444444,355.5555556
33,Company.8,31-Aug-16,1.5,500,1500
34,Company.8,28-Feb-17,1.666666667,666.6666667,1666.666667
35,Company.8,31-Aug-17,1.65,650,1650
36,Company.8,28-Feb-18,0.651515152,-348.4848485,651.5151515
37,Company.8,31-Aug-18,1.325581395,325.5813953,1325.581395
38,Company.8,28-Feb-19,1.403508772,403.5087719,1403.508772
39,Company.8,31-Aug-19,0.5,-500,500
40,Company.8,29-Feb-20,0.175,-825,175
41,Company.8,31-Aug-20,1.428571429,428.5714286,1428.571429
42,Company.8,28-Feb-21,5.2,4200,5200
43,Company.8,31-Aug-21,1.326923077,326.9230769,1326.923077
,,,,,
1,Company.9,31-Aug-00,NA,NA,NA
2,Company.9,28-Feb-01,1.090909091,90.90909091,1090.909091
3,Company.9,31-Aug-01,0.854166667,-145.8333333,854.1666667
4,Company.9,28-Feb-02,0.926829268,-73.17073171,926.8292683
5,Company.9,31-Aug-02,0.421052632,-578.9473684,421.0526316
6,Company.9,28-Feb-03,3.9375,2937.5,3937.5
7,Company.9,31-Aug-03,0.920634921,-79.36507937,920.6349206
8,Company.9,29-Feb-04,0.568965517,-431.0344828,568.9655172
9,Company.9,31-Aug-04,1.151515152,151.5151515,1151.515152
10,Company.9,28-Feb-05,1.026315789,26.31578947,1026.315789
11,Company.9,31-Aug-05,1.538461538,538.4615385,1538.461538
12,Company.9,28-Feb-06,0.733333333,-266.6666667,733.3333333
13,Company.9,31-Aug-06,1.045454545,45.45454545,1045.454545
14,Company.9,28-Feb-07,0.695652174,-304.3478261,695.6521739
15,Company.9,31-Aug-07,0.78125,-218.75,781.25
15,Company.9,29-Feb-08,1.56,560,1560
17,Company.9,31-Aug-08,0.717948718,-282.0512821,717.9487179
18,Company.9,28-Feb-09,0.535714286,-464.2857143,535.7142857
19,Company.9,31-Aug-09,0.933333333,-66.66666667,933.3333333
20,Company.9,28-Feb-10,1.214285714,214.2857143,1214.285714
21,Company.9,31-Aug-10,0.764705882,-235.2941176,764.7058824
22,Company.9,28-Feb-11,3.461538462,2461.538462,3461.538462
23,Company.9,31-Aug-11,0.644444444,-355.5555556,644.4444444
24,Company.9,29-Feb-12,0.827586207,-172.4137931,827.5862069
25,Company.9,31-Aug-12,1.291666667,291.6666667,1291.666667
26,Company.9,28-Feb-13,1.161290323,161.2903226,1161.290323
27,Company.9,31-Aug-13,0.833333333,-166.6666667,833.3333333
28,Company.9,28-Feb-14,2.166666667,1166.666667,2166.666667
29,Company.9,31-Aug-14,1.076923077,76.92307692,1076.923077
30,Company.9,28-Feb-15,0.928571429,-71.42857143,928.5714286
31,Company.9,31-Aug-15,1.338461538,338.4615385,1338.461538
32,Company.9,29-Feb-16,1,0,1000
33,Company.9,31-Aug-16,1.011494253,11.49425287,1011.494253
34,Company.9,28-Feb-17,1.034090909,34.09090909,1034.090909
35,Company.9,31-Aug-17,0.934065934,-65.93406593,934.0659341
36,Company.9,28-Feb-18,1.258823529,258.8235294,1258.823529
37,Company.9,31-Aug-18,1.093457944,93.45794393,1093.457944
38,Company.9,28-Feb-19,0.743589744,-256.4102564,743.5897436
39,Company.9,31-Aug-19,0.563218391,-436.7816092,563.2183908
40,Company.9,29-Feb-20,1.183673469,183.6734694,1183.673469
41,Company.9,31-Aug-20,1.689655172,689.6551724,1689.655172
42,Company.9,28-Feb-21,1.071428571,71.42857143,1071.428571
43,Company.9,31-Aug-21,1.057142857,57.14285714,1057.142857
,,,,,
1,Company.10,31-Aug-00,NA,NA,NA
2,Company.10,28-Feb-01,1,0,1000
3,Company.10,31-Aug-01,1.382978723,382.9787234,1382.978723
4,Company.10,28-Feb-02,1.061538462,61.53846154,1061.538462
5,Company.10,31-Aug-02,1.057971014,57.97101449,1057.971014
6,Company.10,28-Feb-03,1,0,1000
7,Company.10,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.10,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.10,31-Aug-04,0.988095238,-11.9047619,988.0952381
